-10  1.23183e-10  1.23183e-10
-10  -1.33547e-11  -1.33547e-11
-10  -1.71063e-11  -1.71063e-11
-10  -1.78453e-11  -1.78453e-11
-10  -1.81295e-11  -1.81295e-11
-10  -1.83e-11  -1.83e-11
-10  -1.83569e-11  -1.83569e-11
-9.99999  -1.84137e-11  -1.84137e-11
-9.99999  -1.84137e-11  -1.84137e-11
-9.99999  -1.84706e-11  -1.84706e-11
-9.99999  -1.84706e-11  -1.84706e-11
-9.99999  -1.84706e-11  -1.84706e-11
-9.99998  -1.84706e-11  -1.84706e-11
-9.99998  -1.84706e-11  -1.84706e-11
-9.99998  -1.85274e-11  -1.85274e-11
-9.99998  -1.85274e-11  -1.85274e-11
-9.99997  -1.85274e-11  -1.85274e-11
-9.99997  -1.85274e-11  -1.85274e-11
-9.99997  -1.85274e-11  -1.85274e-11
-9.99996  -1.85274e-11  -1.85274e-11
-9.99996  -1.85274e-11  -1.85274e-11
-9.99995  -1.85274e-11  -1.85274e-11
-9.99995  -1.85274e-11  -1.85274e-11
-9.99995  -1.85274e-11  -1.85274e-11
-9.99994  -1.85274e-11  -1.85274e-11
-9.99994  -1.85274e-11  -1.85274e-11
-9.99993  -1.85274e-11  -1.85274e-11
-9.99993  -1.85274e-11  -1.85274e-11
-9.99992  -1.85274e-11  -1.85274e-11
-9.99991  -1.85274e-11  -1.85274e-11
-9.99991  -1.85274e-11  -1.85274e-11
-9.9999  -1.85274e-11  -1.85274e-11
-9.9999  -1.85274e-11  -1.85274e-11
-9.99989  -1.85274e-11  -1.85274e-11
-9.99988  -1.85274e-11  -1.85274e-11
-9.99988  -1.85274e-11  -1.85274e-11
-9.99987  -1.85274e-11  -1.85274e-11
-9.99986  -1.85274e-11  -1.85274e-11
-9.99985  -1.85274e-11  -1.85274e-11
-9.99985  -1.85274e-11  -1.85274e-11
-9.99984  -1.85274e-11  -1.85274e-11
-9.99983  -1.85274e-11  -1.85274e-11
-9.99982  -1.85274e-11  -1.85274e-11
-9.99981  -1.85274e-11  -1.85274e-11
-9.99981  -1.85274e-11  -1.85274e-11
-9.9998  -1.85274e-11  -1.85274e-11
-9.99979  -1.85274e-11  -1.85274e-11
-9.99978  -1.85274e-11  -1.85274e-11
-9.99977  -1.85274e-11  -1.85274e-11
-9.99976  -1.85274e-11  -1.85274e-11
-9.99975  -1.85274e-11  -1.85274e-11
-9.99974  -1.85274e-11  -1.85274e-11
-9.99973  -1.85274e-11  -1.85274e-11
-9.99972  -1.85274e-11  -1.85274e-11
-9.99971  -1.85274e-11  -1.85274e-11
-9.9997  -1.85274e-11  -1.85274e-11
-9.99969  -1.85274e-11  -1.85274e-11
-9.99967  -1.85274e-11  -1.85274e-11
-9.99966  -1.85274e-11  -1.85274e-11
-9.99965  -1.85274e-11  -1.85274e-11
-9.99964  -1.85274e-11  -1.85274e-11
-9.99963  -1.85274e-11  -1.85274e-11
-9.99962  -1.85274e-11  -1.85274e-11
-9.9996  -1.85274e-11  -1.85274e-11
-9.99959  -1.85274e-11  -1.85274e-11
-9.99958  -1.85274e-11  -1.85274e-11
-9.99957  -1.85274e-11  -1.85274e-11
-9.99955  -1.85274e-11  -1.85274e-11
-9.99954  -1.85274e-11  -1.85274e-11
-9.99952  -1.85274e-11  -1.85274e-11
-9.99951  -1.85274e-11  -1.85274e-11
-9.9995  -1.85274e-11  -1.85274e-11
-9.99948  -1.85274e-11  -1.85274e-11
-9.99947  -1.85274e-11  -1.85274e-11
-9.99945  -1.85274e-11  -1.85274e-11
-9.99944  -1.85274e-11  -1.85274e-11
-9.99942  -1.85274e-11  -1.85274e-11
-9.99941  -1.85274e-11  -1.85274e-11
-9.99939  -1.85274e-11  -1.85274e-11
-9.99938  -1.85274e-11  -1.85274e-11
-9.99936  -1.85274e-11  -1.85274e-11
-9.99935  -1.85274e-11  -1.85274e-11
