-0.97063  -1.34468e-06  4.91407e-06
-0.962996  -2.56303e-06  1.27339e-05
-0.955361  -2.08771e-06  3.68767e-05
-0.947726  1.05366e-06  0.00011662
-0.94009  7.31911e-06  0.000350574
-0.932454  1.64384e-05  0.000949591
-0.924817  2.69253e-05  0.00229537
-0.91718  3.55303e-05  0.00496965
-0.909542  3.7242e-05  0.00970632
-0.901904  2.63121e-05  0.0172329
-0.894265  -1.77494e-06  0.0280164
-0.886626  -4.8114e-05  0.0419951
-0.878986  -0.000109137  0.0584218
-0.871345  -0.000177286  0.0759305
-0.863704  -0.00024353  0.0928439
-0.856063  -0.000300404  0.107618
-0.848421  -0.000344014  0.119239
-0.840778  -0.000374308  0.127412
-0.833135  -0.00039405  0.132491
-0.825492  -0.000407308  0.135227
-0.817848  -0.000418029  0.136458
-0.810203  -0.000429057  0.13689
-0.802558  -0.000441739  0.136988
-0.794913  -0.000456072  0.136993
-0.787267  -0.000471197  0.136991
-0.779621  -0.000485982  0.136998
-0.771974  -0.000499493  0.137005
-0.764327  -0.000511207  0.137008
-0.756679  -0.000520963  0.137007
-0.749031  -0.00052878  0.137005
-0.741382  -0.000534714  0.137004
-0.733733  -0.000538811  0.137002
-0.726084  -0.000541155  0.137001
-0.718434  -0.000541898  0.137
-0.710784  -0.000541251  0.136999
-0.703133  -0.000539448  0.136997
-0.695482  -0.000536716  0.136996
-0.68783  -0.000533262  0.136994
-0.680178  -0.000529283  0.136991
-0.672526  -0.00052497  0.136987
-0.664873  -0.000520531  0.136984
-0.65722  -0.000516195  0.136981
-0.649567  -0.000512195  0.136978
-0.641913  -0.00050874  0.136976
-0.634259  -0.000505989  0.136975
-0.626604  -0.000504059  0.136973
-0.618949  -0.000503043  0.136972
-0.611293  -0.000503026  0.136971
-0.603638  -0.00050408  0.13697
-0.595982  -0.000506259  0.136969
-0.588325  -0.000509578  0.136968
-0.580668  -0.000513986  0.136966
-0.573011  -0.000519349  0.136964
-0.565354  -0.000525429  0.136962
-0.557696  -0.000531907  0.136959
-0.550038  -0.000538411  0.136956
-0.542379  -0.000544573  0.136954
-0.534721  -0.000550081  0.136951
-0.527062  -0.000554731  0.13695
-0.519402  -0.00055846  0.136948
-0.511742  -0.00056135  0.136947
-0.504082  -0.000563602  0.136946
-0.496422  -0.000565492  0.136944
-0.488762  -0.000567308  0.136942
-0.481101  -0.000569305  0.13694
-0.47344  -0.000571667  0.136937
-0.465778  -0.00057448  0.136934
-0.458116  -0.000577712  0.13693
-0.450454  -0.00058122  0.136926
-0.442792  -0.000584786  0.136922
-0.43513  -0.000588183  0.136918
-0.427467  -0.000591228  0.136914
-0.419804  -0.000593807  0.136911
-0.412141  -0.000595872  0.136909
-0.404477  -0.000597419  0.136907
-0.396813  -0.00059848  0.136907
-0.389149  -0.000599105  0.136906
-0.381485  -0.000599337  0.136906
-0.373821  -0.000599187  0.136906
-0.366156  -0.000598632  0.136906
-0.358491  -0.000597656  0.136906
-0.350826  -0.000596297  0.136907
-0.343161  -0.000594664  0.136908
-0.335495  -0.000592927  0.136909
-0.32783  -0.00059128  0.136909
-0.320164  -0.000589957  0.136909
