-20.5  8.05179e-16
-20.4998  8.96455e-17
-20.4994  3.23617e-17
-20.4988  1.66115e-17
-20.498  1.01045e-17
-20.4971  6.83265e-18
-20.4959  4.93244e-18
-20.4946  3.75722e-18
-20.493  2.95723e-18
-20.4913  2.41033e-18
-20.4894  1.99992e-18
-20.4872  1.704e-18
-20.4849  1.46559e-18
-20.4824  1.28908e-18
-20.4797  1.13827e-18
-20.4768  1.02573e-18
-20.4737  9.24257e-19
-20.4705  8.49117e-19
-20.467  7.77592e-19
-20.4633  7.25835e-19
-20.4595  6.73594e-19
-20.4554  6.37284e-19
-20.4512  5.98067e-19
-20.4467  5.72453e-19
-20.4421  5.42393e-19
-20.4373  5.24508e-19
-20.4323  5.01114e-19
-20.4271  4.89043e-19
-20.4217  4.70659e-19
-20.4161  4.63137e-19
-20.4103  4.48631e-19
-20.4043  4.44816e-19
-20.3982  4.334e-19
-20.3918  4.32732e-19
-20.3853  4.23852e-19
-20.3785  4.25972e-19
-20.3716  4.19234e-19
-20.3645  4.23932e-19
-20.3572  4.19062e-19
-20.3497  4.26242e-19
-20.342  4.23053e-19
-20.3341  4.32718e-19
-20.326  4.31095e-19
-20.3177  4.43334e-19
-20.3092  4.43218e-19
-20.3006  4.58204e-19
-20.2917  4.59589e-19
-20.2827  4.77581e-19
-20.2735  4.80507e-19
-20.2641  5.01862e-19
-20.2545  5.06415e-19
-20.2447  5.31598e-19
-20.2347  5.37918e-19
-20.2245  5.67522e-19
-20.2141  5.75803e-19
-20.2035  6.10581e-19
-20.1928  6.21081e-19
-20.1818  6.61981e-19
-20.1707  6.7504e-19
-20.1594  7.23255e-19
-20.1479  7.39308e-19
-20.1362  7.96348e-19
-20.1243  8.15952e-19
-20.1122  8.8373e-19
-20.0999  9.07601e-19
-20.0875  9.88559e-19
-20.0748  1.01762e-18
-20.062  1.11489e-18
-20.049  1.15033e-18
-20.0358  1.26798e-18
-20.0224  1.31134e-18
-20.0088  1.45467e-18
-19.995  1.50799e-18
-19.981  1.68399e-18
-19.9669  1.74998e-18
-19.9525  1.96793e-18
-19.938  2.05023e-18
-19.9233  2.32264e-18
-19.9084  2.4262e-18
-19.8933  2.77007e-18
-19.878  2.90174e-18
-19.8625  3.34049e-18
-19.8469  3.50986e-18
-19.831  4.07619e-18
-19.815  4.29696e-18
-19.7988  5.0372e-18
-19.7824  5.32924e-18
-19.7658  6.31005e-18
-19.749  6.70288e-18
-19.732  8.02183e-18
-19.7149  8.56017e-18
-19.6976  1.03628e-17
-19.68  1.11161e-17
-19.6623  1.36241e-17
-19.6445  1.47032e-17
-19.6264  1.82616e-17
-19.6081  1.98487e-17
-19.5897  2.5009e-17
-19.5711  2.74132e-17
-19.5522  3.50817e-17
-19.5333  3.88472e-17
-19.5141  5.0561e-17
-19.4947  5.66858e-17
-19.4752  7.51489e-17
-19.4554  8.55489e-17
-19.4355  1.15719e-16
-19.4154  1.3427e-16
-19.3952  1.85684e-16
-19.3747  2.20715e-16
-19.3541  3.12793e-16
-19.3332  3.83517e-16
-19.3122  5.58576e-16
-19.291  7.13197e-16
-19.2697  1.07141e-15
-19.2481  1.44395e-15
-19.2264  2.2483e-15
-19.2045  3.26252e-15
-19.1824  5.30248e-15
-19.1601  8.54239e-15
-19.1376  1.46569e-14
-19.115  2.75661e-14
-19.0922  5.09821e-14
-19.0692  1.22501e-13
-19.046  2.55934e-13
-19.0227  9.43263e-13
-18.9991  2.59032e-12
-18.9754  2.28066e-11
-18.9515  2.30195e-10
-18.9275  4.52944e-08
-18.9032  6.13992e-07
-18.8788  2.22664e-06
-18.8542  4.37936e-06
-18.8294  6.76479e-06
-18.8045  1.01207e-05
-18.7793  1.44596e-05
-18.754  1.80431e-05
-18.7285  1.87911e-05
-18.7029  2.06076e-05
-18.677  2.19835e-05
-18.651  2.48072e-05
-18.6248  2.8519e-05
-18.5985  3.14633e-05
-18.5719  2.97683e-05
-18.5452  3.03232e-05
-18.5183  3.43195e-05
-18.4912  3.95356e-05
-18.464  4.73791e-05
-18.4366  5.13134e-05
-18.409  5.01199e-05
-18.3813  5.09323e-05
-18.3533  4.97925e-05
-18.3252  5.14482e-05
-18.2969  5.5851e-05
-18.2685  5.40312e-05
-18.2399  6.23408e-05
-18.2111  7.11131e-05
-18.1821  7.10802e-05
-18.153  7.21114e-05
-18.1237  7.00844e-05
-18.0942  6.44215e-05
-18.0645  6.97777e-05
-18.0347  7.29496e-05
-18.0047  7.6991e-05
-17.9746  7.7471e-05
-17.9443  7.97537e-05
-17.9138  8.70857e-05
-17.8831  8.52631e-05
-17.8523  9.10375e-05
-17.8213  9.62504e-05
